"","unique_id","report.","date","year","month","overall_type","category","type","type_desc","offense","i.ward","a.ward","a.city","a.county","a.state","a.race","a.gender","a.age","age_range","initiated"
"169",1664,170530855,2017-09-20,"2017","09","Traffic","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",22,"18-29","Officer"
"170",1665,170530349,2017-09-18,"2017","09","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","Washington","DC","DC","Hispanic","Man",30,"30-39","Officer"
"171",1666,170531351,2017-09-18,"2017","09","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","TP unincorporated (MC)","Montgomery","MD","Hispanic","Man",19,"18-29","Officer"
"172",1667,170530901,2017-09-16,"2017","09","Traffic","Part II - Safety","CA","Arrest","DUI","Ward 4","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",29,"18-29","Public"
"173",1668,170528382,2017-09-04,"2017","09","Traffic","Part II - Safety","CA","Arrest","DUI","Ward 6","OOC","Adelphi","Prince George's","MD","Hispanic","Man",39,"30-39","Officer"
"174",1669,170527879,2017-08-31,"2017","08","Traffic","Part II - Vice","CA","Arrest","CDS: Felony Cocaine","Ward 6","OOC","Washington","DC","DC","Black","Man",37,"30-39","Officer"
"175",1670,170526898,2017-08-30,"2017","08","Traffic","Part II - Vice","CA","Arrest","CDS: Cocaine","Ward 6","OOC","Washington","DC","DC","Hispanic","Man",26,"18-29","Officer"
"176",1671,170527443,2017-08-30,"2017","08","Traffic","Part II - Safety","CA","Arrest","DUI","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",27,"18-29","Officer"
"177",1672,170526752,2017-08-26,"2017","08","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",30,"30-39","Officer"
"178",1673,170526862,2017-08-26,"2017","08","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",30,"30-39","Officer"
"179",1674,170527052,2017-08-26,"2017","08","Traffic","Part II - Vice","CA","Arrest","CDS: Cocaine","Ward 6","OOC","Laurel","Prince George's","MD","Hispanic","Man",32,"30-39","Officer"
