"","unique_id","report.","date","year","month","overall_type","category","type","type_desc","offense","i.ward","a.ward","a.city","a.county","a.state","a.race","a.gender","a.age","age_range","initiated"
"741",741,170515356,2017-06-23,"2017","06","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",42,"40-49","Officer"
"742",742,170514708,2017-06-20,"2017","06","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 5","OOC","Silver Spring","Montgomery","MD","Black","Man",50,"50-59","Officer"
"743",743,170513811,2017-06-19,"2017","06","Crime","Part II - Nuisance","CRC","Criminal citation","Disorderly Conduct","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",27,"18-29","Officer"
"744",744,170514506,2017-06-19,"2017","06","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","OOC","TP unincorporated (PG)","Prince George's","MD","White","Man",36,"30-39","Officer"
"745",745,170513427,2017-06-16,"2017","06","Crime","Miscellaneous","CRC","Criminal citation","All Other - Criminal","Ward 6","OOC","Temple Hills","Prince George's","MD","Hispanic","Man",42,"40-49","Public"
"746",746,170513754,2017-06-16,"2017","06","Crime","Part II - Violent","JVR","Juvenile referral","Assault","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Hispanic","Man",13,"10-17","Public"
"747",747,170513109,2017-06-15,"2017","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 6","OOC","TP unincorporated (PG)","Prince George's","MD","Black","Woman",22,"18-29","Public"
"748",748,170513109,2017-06-15,"2017","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Woman",32,"30-39","Public"
"749",749,170513643,2017-06-15,"2017","06","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 5","OOC","TP unincorporated (MC)","Montgomery","MD","Hispanic","Man",66,"60-69","Officer"
"750",750,170513819,2017-06-15,"2017","06","Crime","Part II - Nuisance","CRC","Criminal citation","Disorderly Conduct","Ward 6","OOC","Washington","DC","DC","Black","Man",51,"50-59","Officer"
"751",751,170513671,2017-06-14,"2017","06","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 4","Ward 4","Takoma Park","Takoma Park (MC)","MD","White","Man",14,"10-17","Public"
"752",752,170513671,2017-06-14,"2017","06","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 4","OOC","Montgomery Village","Montgomery","MD","White","Man",14,"10-17","Public"
"753",753,170513536,2017-06-13,"2017","06","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 1","Ward 2","Takoma Park","Takoma Park (MC)","MD","White","Man",60,"60-69","Public"
"754",754,170513167,2017-06-12,"2017","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 1","OOC","Suitland","Prince George's","MD","Black","Woman",18,"18-29","Public"
"755",755,170513167,2017-06-12,"2017","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 1","OOC","Washington","DC","DC","Black","Woman",18,"18-29","Public"
"756",756,170513167,2017-06-12,"2017","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 1","OOC","Washington","DC","DC","Black","Woman",18,"18-29","Public"
"757",757,170513167,2017-06-12,"2017","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 1","OOC","Landover","Prince George's","MD","Black","Woman",18,"18-29","Public"
"758",758,170513167,2017-06-12,"2017","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 1","OOC","Landover","Prince George's","MD","Black","Woman",18,"18-29","Public"
"759",759,170512912,2017-06-11,"2017","06","Crime","Part I - Property","APP","Application for charges","Theft from Auto","Ward 5","OOC","Silver Spring","Montgomery","MD","Black","Man",47,"40-49","Public"
"760",760,170511943,2017-06-10,"2017","06","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Fort Worth","OOS","TX","White","Man",38,"30-39","Public"
"761",761,170512613,2017-06-09,"2017","06","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Washington","DC","DC","Black","Man",27,"18-29","Public"
"762",762,170511567,2017-06-03,"2017","06","Crime","Part I - Property","CA","Arrest","Theft from Auto","Ward 2","OOC","Hyattsville","Prince George's","MD","Black","Man",31,"30-39","Public"
"763",763,170510347,2017-06-01,"2017","06","Crime","Part II - Vice","CA","Arrest","CDS: Heroin","Ward 6","OOC","Baltimore","Baltimore","MD","White","Woman",25,"18-29","Officer"
"764",764,170510934,2017-06-01,"2017","06","Crime","Part II - Vice","JVA","Juvenile arrest","CDS: Marijuana","Ward 1","Ward 1","Takoma Park","Takoma Park (MC)","MD","Black","Man",13,"10-17","Public"
"765",765,170510934,2017-06-01,"2017","06","Crime","Part II - Vice","JVA","Juvenile arrest","CDS: Marijuana","Ward 1","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Man",14,"10-17","Public"
"766",766,170511002,2017-06-01,"2017","06","Crime","Part II - Violent","APP","Application for charges","Sex Offense","Ward 1","UNK","UNK","UNK","UNK","Black","Man",21,"18-29","Public"
"767",767,170510862,2017-05-31,"2017","05","Crime","Part II - Safety","CA","Arrest","Peace/Protection Order","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Woman",18,"18-29","Public"
"768",768,170510490,2017-05-29,"2017","05","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 3","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Man",25,"18-29","Officer"
"769",769,170510112,2017-05-27,"2017","05","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","OOC","Laurel","Prince George's","MD","Hispanic","Man",24,"18-29","Public"
"770",770,170510112,2017-05-27,"2017","05","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",35,"30-39","Public"
"771",771,170510128,2017-05-27,"2017","05","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",40,"40-49","Officer"
"772",772,170510156,2017-05-27,"2017","05","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 6","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",42,"40-49","Officer"
"773",773,170509531,2017-05-24,"2017","05","Crime","Miscellaneous","CA","Arrest","All Other - Criminal","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Woman",21,"18-29","Public"
"774",774,170504902,2017-05-23,"2017","05","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",36,"30-39","Public"
"775",775,170509316,2017-05-23,"2017","05","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","OOC","Burtonsville","Montgomery","MD","Black","Woman",28,"18-29","Officer"
"776",776,170508964,2017-05-21,"2017","05","Crime","Part I - Property","CRC","Criminal citation","Larceny","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",22,"18-29","Public"
"777",777,170508347,2017-05-18,"2017","05","Crime","Part II - Vice","CA","Arrest","Alcohol Violation","Ward 3","UNK","UNK","UNK","UNK","Black","Woman",33,"30-39","Public"
"778",778,170508155,2017-05-17,"2017","05","Crime","Part II - Vice","CA","Arrest","CDS: Felony Marijuana","Ward 1","OOC","Silver Spring","Montgomery","MD","White","Man",18,"18-29","Detail"
"779",779,170508155,2017-05-17,"2017","05","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 1","OOC","Hyattsville","Prince George's","MD","Black","Man",25,"18-29","Detail"
"780",780,170508267,2017-05-17,"2017","05","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",51,"50-59","Officer"
"781",781,170507634,2017-05-14,"2017","05","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 4","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Man",38,"30-39","Public"
"782",782,170507712,2017-05-14,"2017","05","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 6","OOC","Capitol Heights","Prince George's","MD","Black","Man",23,"18-29","Public"
"783",783,170507209,2017-05-11,"2017","05","Crime","Part II - Violent","CA","Arrest","Assault","Ward 2","Ward 2","Takoma Park","Takoma Park (MC)","MD","White","Man",26,"18-29","Public"
"784",784,170507212,2017-05-11,"2017","05","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 1","OOC","Washington","DC","DC","Black","Man",21,"18-29","Public"
"785",785,170507045,2017-05-10,"2017","05","Crime","Part I - Violent","JVA","Juvenile arrest","Robbery","Ward 1","OOC","TP unincorporated (MC)","Montgomery","MD","Black","Man",15,"10-17","Public"
"786",786,170507045,2017-05-10,"2017","05","Crime","Part I - Violent","JVA","Juvenile arrest","Robbery","Ward 1","OOC","TP unincorporated (MC)","Montgomery","MD","Black","Man",13,"10-17","Public"
"787",787,170505941,2017-05-09,"2017","05","Crime","Part II - Vice","CA","Arrest","CDS: Felony Cocaine","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",32,"30-39","Detail"
"788",788,170505941,2017-05-09,"2017","05","Crime","Part II - Vice","CA","Arrest","CDS: Felony Cocaine","Ward 6","UNK","UNK","UNK","UNK","White","Woman",22,"18-29","Detail"
"789",789,170506708,2017-05-09,"2017","05","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Lanham","Prince George's","MD","Black","Man",34,"30-39","Public"
"790",790,170506110,2017-05-07,"2017","05","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 1","OOC","Washington","DC","DC","Black","Man",23,"18-29","Public"
"791",791,170506459,2017-05-07,"2017","05","Crime","Part I - Violent","JVA","Juvenile arrest","Robbery","Ward 1","OOC","TP unincorporated (MC)","Montgomery","MD","Black","Man",13,"10-17","Public"
"792",792,170505982,2017-05-05,"2017","05","Crime","Part II - Safety","CA","Arrest","Weapons Violation","Ward 6","OOC","Washington","DC","DC","White","Man",29,"18-29","Detail"
"793",793,170505648,2017-05-03,"2017","05","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Woman",19,"18-29","Self"
"794",794,170505311,2017-05-01,"2017","05","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",35,"30-39","Public"
"795",795,170505124,2017-04-30,"2017","04","Crime","Part I - Property","APP","Application for charges","Motor Vehicle Theft","Ward 5","OOC","Washington","DC","DC","Black","Man",27,"18-29","Public"
"796",796,170502981,2017-04-28,"2017","04","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",44,"40-49","Self"
"797",797,170504037,2017-04-25,"2017","04","Crime","Part I - Property","CA","Arrest","Theft from Auto","Ward 4","OOC","Washington","DC","DC","Black","Man",19,"18-29","Public"
"798",798,170503197,2017-04-24,"2017","04","Crime","Part I - Property","JVR","Juvenile referral","Larceny","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Woman",16,"10-17","Public"
"799",799,170503687,2017-04-23,"2017","04","Crime","Part II - Vice","CA","Arrest","CDS: Cocaine","Ward 6","OOC","Gaithersburg","Montgomery","MD","White","Man",63,"60-69","Public"
"800",800,170503069,2017-04-20,"2017","04","Crime","Part II - Violent","CA","Arrest","Assault","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",57,"50-59","Public"
"801",801,170503160,2017-04-20,"2017","04","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","OOC","Alexandria","VA","VA","Black","Man",34,"30-39","Officer"
"802",802,170503166,2017-04-20,"2017","04","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","UNK","UNK","UNK","UNK","Hispanic","Man",34,"30-39","Officer"
"803",803,170501947,2017-04-19,"2017","04","Crime","Part II - Nuisance","JVA","Juvenile arrest","Trespassing","Ward 2","UNK","UNK","UNK","UNK","Black","Man",16,"10-17","Public"
"804",804,170502183,2017-04-18,"2017","04","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","OOC","Alexandria","VA","VA","Black","Man",34,"30-39","Detail"
"805",805,170502183,2017-04-18,"2017","04","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",22,"18-29","Detail"
"806",806,170502183,2017-04-18,"2017","04","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",42,"40-49","Detail"
"807",807,170502183,2017-04-18,"2017","04","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","OOC","Washington","DC","DC","Black","Man",48,"40-49","Detail"
"808",808,170502515,2017-04-17,"2017","04","Crime","Miscellaneous","CA","Arrest","All Other - Criminal","Ward 5","OOC","Silver Spring","Montgomery","MD","Black","Man",59,"50-59","Public"
"809",809,170502448,2017-04-16,"2017","04","Crime","Part II - Vice","CA","Arrest","CDS: Heroin","Ward 6","OOC","Laurel","Prince George's","MD","White","Woman",21,"18-29","Public"
"810",810,170502462,2017-04-16,"2017","04","Crime","Part II - Violent","APP","Application for charges","Assault","Ward 6","OOC","Rockville","Montgomery","MD","Black","Man",49,"40-49","Public"
"811",811,170502042,2017-04-14,"2017","04","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 5","OOC","Frederick","Frederick","MD","White","Man",36,"30-39","Public"
"812",812,170501976,2017-04-13,"2017","04","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 6","OOC","Silver Spring","Montgomery","MD","White","Woman",35,"30-39","Public"
"813",813,170501681,2017-04-12,"2017","04","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 1","OOC","Gwynn Oak","Baltimore","MD","Black","Man",29,"18-29","Public"
"814",814,170501623,2017-04-11,"2017","04","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 4","OOC","TP unincorporated (MC)","Montgomery","MD","Black","Man",13,"10-17","Public"
"815",815,170501623,2017-04-11,"2017","04","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 4","OOC","TP unincorporated (MC)","Montgomery","MD","Black","Man",15,"10-17","Public"
"816",816,170501387,2017-04-10,"2017","04","Crime","Part II - Vice","CA","Arrest","CDS: Marijuana","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",22,"18-29","Officer"
"817",817,170501394,2017-04-10,"2017","04","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",21,"18-29","Self"
"818",818,170500606,2017-04-07,"2017","04","Crime","Part II - Vice","CA","Arrest","CDS: Heroin","Ward 6","OOC","Springfield","VA","VA","White","Man",28,"18-29","Public"
"819",819,170500492,2017-04-06,"2017","04","Crime","Part II - Nuisance","CRC","Criminal citation","Disorderly Conduct","Ward 6","UNK","UNK","UNK","UNK","Hispanic","Man",51,"50-59","Detail"
"820",820,170500536,2017-04-06,"2017","04","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Woman",32,"30-39","Detail"
"821",821,170500675,2017-04-06,"2017","04","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",40,"40-49","Public"
"822",822,170500675,2017-04-06,"2017","04","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","UNK","UNK","UNK","UNK","Hispanic","Man",38,"30-39","Public"
"823",823,170500414,2017-04-05,"2017","04","Crime","Part II - Vice","CA","Arrest","CDS: Marijuana","Ward 2","OOC","Silver Spring","Montgomery","MD","Black","Man",22,"18-29","Detail"
"824",824,170500424,2017-04-05,"2017","04","Crime","Part II - Vice","CA","Arrest","CDS: PCP","Ward 2","Ward 2","Takoma Park","Takoma Park (MC)","MD","Black","Man",49,"40-49","Detail"
"825",825,17014936,2017-03-31,"2017","03","Crime","Part II - Vice","CA","Arrest","CDS: Cocaine","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",51,"50-59","Detail"
"826",826,17016449,2017-03-31,"2017","03","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Man",47,"40-49","Public"
"827",827,17016253,2017-03-30,"2017","03","Crime","Part II - Property","APP","Application for charges","Vandalism","Ward 6","OOC","Greenbelt","Prince George's","MD","White","Man",48,"40-49","Public"
"828",828,17015794,2017-03-28,"2017","03","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",54,"50-59","Officer"
"829",829,17015843,2017-03-28,"2017","03","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",56,"50-59","Public"
"830",830,17014086,2017-03-27,"2017","03","Crime","Part II - Vice","CA","Arrest","CDS: Heroin","Ward 5","OOC","Burke","VA","VA","White","Woman",28,"18-29","Public"
"831",831,17005601,2017-03-23,"2017","03","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 4","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Man",50,"50-59","Detail"
"832",832,17011793,2017-03-23,"2017","03","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Washington","DC","DC","Black","Man",44,"40-49","Self"
"833",833,17014065,2017-03-23,"2017","03","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",58,"50-59","Public"
"834",834,17014065,2017-03-23,"2017","03","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Bowie","Prince George's","MD","Black","Man",55,"50-59","Public"
"835",835,17014065,2017-03-23,"2017","03","Crime","Part II - Vice","CRC","Criminal citation","CDS: Paraphernalia","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",51,"50-59","Public"
"836",836,17014065,2017-03-23,"2017","03","Crime","Part II - Vice","CRC","Criminal citation","CDS: Paraphernalia","Ward 6","OOC","Silver Spring","Montgomery","MD","White","Woman",25,"18-29","Public"
"837",837,17014713,2017-03-23,"2017","03","Crime","Part II - Safety","CA","Arrest","Peace/Protection Order","Ward 6","OOC","Montgomery Village","Montgomery","MD","White","Man",47,"40-49","Public"
"838",838,17014050,2017-03-19,"2017","03","Crime","Part II - Nuisance","APP","Application for charges","Disorderly Conduct","Ward 6","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",42,"40-49","Public"
"839",839,17012272,2017-03-09,"2017","03","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","UNK","UNK","UNK","UNK","White","Man",20,"18-29","Public"
"840",840,17012396,2017-03-09,"2017","03","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Rockville","Montgomery","MD","White","Woman",50,"50-59","Public"
"841",841,17012431,2017-03-09,"2017","03","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Woman",29,"18-29","Self"
"842",842,17011744,2017-03-06,"2017","03","Crime","Part I - Property","CRC","Criminal citation","Larceny","Ward 6","OOC","Queens","OOS","NY","Black","Man",57,"50-59","Public"
"843",843,17011793,2017-03-06,"2017","03","Crime","Part II - Nuisance","APP","Application for charges","Disorderly Conduct","Ward 6","OOC","Washington","DC","DC","Black","Man",44,"40-49","Public"
"844",844,17011641,2017-03-05,"2017","03","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",46,"40-49","Officer"
"845",845,17010698,2017-03-03,"2017","03","Crime","Miscellaneous","CA","Arrest","All Other - Criminal","Ward 6","OOC","Fort Washington","Prince George's","MD","Black","Woman",24,"18-29","Public"
"846",846,17011244,2017-03-03,"2017","03","Crime","Part I - Violent","APP","Application for charges","Aggravated Assault","Ward 2","OOC","Washington","DC","DC","Hispanic","Man",36,"30-39","Public"
"847",847,17010930,2017-03-02,"2017","03","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 3","Ward 3","Takoma Park","Takoma Park (MC)","MD","Black","Man",25,"18-29","Public"
"848",848,17009940,2017-03-01,"2017","03","Crime","Part II - Vice","CA","Arrest","CDS: Felony Marijuana","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Man",23,"18-29","Public"
"849",849,17010808,2017-03-01,"2017","03","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 4","OOC","Washington","DC","DC","Black","Man",30,"30-39","Public"
"850",850,17010273,2017-02-26,"2017","02","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",48,"40-49","Public"
"851",851,17010341,2017-02-26,"2017","02","Crime","Part I - Violent","APP","Application for charges","Aggravated Assault","Ward 4","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Man",18,"18-29","Public"
"852",852,17010124,2017-02-25,"2017","02","Crime","Part II - Vice","CA","Arrest","CDS: Paraphernalia","Ward 5","OOC","Silver Spring","Montgomery","MD","Black","Man",35,"30-39","Public"
"853",853,17010146,2017-02-25,"2017","02","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","UNK","UNK","UNK","UNK","Black","Man",35,"30-39","Public"
"854",854,17010031,2017-02-24,"2017","02","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 5","OOC","Kensington","Montgomery","MD","White","Man",37,"30-39","Public"
"855",855,17009505,2017-02-22,"2017","02","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Washington","DC","DC","Black","Man",41,"40-49","Public"
"856",856,17008974,2017-02-19,"2017","02","Crime","Part II - Violent","APP","Application for charges","Assault","Ward 5","OOC","Silver Spring","Montgomery","MD","Black","Man",33,"30-39","Public"
"857",857,17008788,2017-02-18,"2017","02","Crime","Part II - Property","CA","Arrest","Vandalism","Ward 1","Ward 3","Takoma Park","Takoma Park (MC)","MD","White","Man",22,"18-29","Public"
"858",858,17008069,2017-02-17,"2017","02","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","White","Man",36,"30-39","Public"
"859",859,17008231,2017-02-15,"2017","02","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 6","OOC","Lanham","Prince George's","MD","Black","Man",27,"18-29","Public"
"860",860,17005711,2017-02-13,"2017","02","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 4","OOC","Washington","DC","DC","Black","Man",21,"18-29","Public"
"861",861,17005711,2017-02-13,"2017","02","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 4","OOC","Washington","DC","DC","Black","Man",16,"10-17","Public"
"862",862,17005711,2017-02-13,"2017","02","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 4","OOC","Washington","DC","DC","Black","Man",16,"10-17","Public"
"863",863,17007276,2017-02-10,"2017","02","Crime","Part II - Violent","APP","Application for charges","Assault","Ward 5","OOC","Rockville","Montgomery","MD","White","Man",28,"18-29","Public"
"864",864,17007338,2017-02-10,"2017","02","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",36,"30-39","Officer"
"865",865,17006914,2017-02-09,"2017","02","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 5","OOC","Hyattsville","Prince George's","MD","Black","Woman",43,"40-49","Public"
"866",866,17007023,2017-02-09,"2017","02","Crime","Part I - Property","CRC","Criminal citation","Larceny","Ward 6","OOC","Rockville","Montgomery","MD","Black","Man",19,"18-29","Public"
"867",867,17006339,2017-02-05,"2017","02","Crime","Part II - Violent","CA","Arrest","Assault","Ward 4","Ward 4","Takoma Park","Takoma Park (MC)","MD","White","Man",74,"70 or higher","Public"
"868",868,17005601,2017-02-01,"2017","02","Crime","Part II - Vice","APP","Application for charges","CDS: Marijuana","Ward 4","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Man",50,"50-59","Detail"
"869",869,17005312,2017-01-31,"2017","01","Crime","Part II - Vice","CA","Arrest","CDS: Cocaine","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",51,"50-59","Public"
"870",870,17004925,2017-01-28,"2017","01","Crime","Part II - Property","CA","Arrest","Fraud","Ward 6","UNK","UNK","UNK","UNK","Black","Woman",33,"30-39","Public"
"871",871,17004350,2017-01-26,"2017","01","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 2","OOC","Washington","DC","DC","Black","Man",27,"18-29","Public"
"872",872,17004419,2017-01-26,"2017","01","Crime","Part II - Vice","CA","Arrest","Alcohol Violation","Ward 6","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",54,"50-59","Officer"
"873",873,17003532,2017-01-22,"2017","01","Crime","Part II - Violent","APP","Application for charges","Assault","Ward 5","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",26,"18-29","Public"
"874",874,17002831,2017-01-17,"2017","01","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",53,"50-59","Public"
"875",875,17002328,2017-01-14,"2017","01","Crime","Part I - Property","APP","Application for charges","Burglary","Ward 3","Ward 3","Takoma Park","Takoma Park (MC)","MD","Black","Man",33,"30-39","Public"
"876",876,17002174,2017-01-13,"2017","01","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Gaithersburg","Montgomery","MD","Black","Man",48,"40-49","Public"
"877",877,17001709,2017-01-11,"2017","01","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 1","OOC","Washington","DC","DC","Black","Man",57,"50-59","Public"
"878",878,17000495,2017-01-08,"2017","01","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 2","Ward 6","Takoma Park","Takoma Park (MC)","MD","Hispanic","Man",28,"18-29","Public"
"879",879,17000495,2017-01-08,"2017","01","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 2","OOC","Langley Park","Prince George's","MD","Hispanic","Man",19,"18-29","Public"
"880",880,17000495,2017-01-08,"2017","01","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 2","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",19,"18-29","Public"
"881",881,17001258,2017-01-08,"2017","01","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 2","Ward 6","Takoma Park","Takoma Park (MC)","MD","Hispanic","Man",28,"18-29","Public"
"882",882,17001258,2017-01-08,"2017","01","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 2","OOC","Langley Park","Prince George's","MD","Hispanic","Man",19,"18-29","Public"
"883",883,17001258,2017-01-08,"2017","01","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 2","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",19,"18-29","Public"
"884",884,17000527,2017-01-04,"2017","01","Crime","Part II - Property","CA","Arrest","Fraud","Ward 1","OOC","Charlotte","OOS","NC","Black","Man",25,"18-29","Public"
"885",885,17000300,2017-01-03,"2017","01","Crime","Part II - Nuisance","CRC","Criminal citation","Disorderly Conduct","Ward 2","OOC","TP unincorporated (PG)","Prince George's","MD","Hispanic","Man",31,"30-39","Officer"
